"Main.group" "Scientific.Name" "Common.name" "Conservation.action.needed" "Avoid.negative.impacts"
"1319" "Fungi" "Collema fasciculare" "a Lichen" "-" "-"
"1320" "Fungi" "Scytinium fragile" "a Lichen" "Yes" "Yes"
"1321" "Fungi" "Scytinium fragrans" "a Lichen" "Yes" "Yes"
"1322" "Fungi" "Enchylium limosum" "a Lichen" "-" "-"
"1323" "Fungi" "Scytinium parvum" "a Lichen" "Yes" "Yes"
"1324" "Fungi" "Collema subnigrescens" "a Lichen" "-" "-"
"1325" "Fungi" "Placynthium caesium" "a Lichen" "-" "-"
"1326" "Fungi" "Cresponea premnea" "a Lichen" "-" "-"
"1327" "Fungi" "Calicium tigillare" "fungus or lichen?" "-" "-"
"1328" "Fungi" "Cyphelium trachylioides" "a Lichen" "Yes" "Yes"
"1329" "Fungi" "Pectenia ligulata" "a Lichen" "Yes" "Yes"
"1330" "Fungi" "Dermatocarpon leptophyllodes" "a Lichen" "-" "-"
"1331" "Fungi" "Dictyonema interruptum" "a Lichen" "-" "-"
"1332" "Fungi" "Diplotomma pharcidium" "a Lichen" "-" "-"
"1333" "Fungi" "Elixia flexella" "a Lichen" "-" "-"
"1334" "Fungi" "Eopyrenula leucoplaca" "a Lichen" "-" "-"
"1335" "Fungi" "Ephebe hispidula" "a Lichen" "-" "-"
"1336" "Fungi" "Euopsis granatina" "a Lichen" "-" "-"
"1337" "Fungi" "Euopsis pulvinata" "a Lichen" "-" "-"
"1338" "Fungi" "Flavoparmelia soredians" "a Lichen" "-" "-"
"1339" "Fungi" "Fulgensia bracteata var. bracteata" "a Lichen" "Yes" "Yes"
"1340" "Fungi" "Fuscidea cyathoides var. sorediata" "a Lichen" "-" "-"
"1341" "Fungi" "Fuscidea mollis" "a Lichen" "-" "-"
"1342" "Fungi" "Vahliella atlantica" "a Lichen" "-" "-"
"1343" "Fungi" "Fuscopannaria ignobilis" "Caledonian Pannaria" "Yes" "Yes"
"1344" "Fungi" "Fuscopannaria praetermissa" "a Lichen" "-" "-"
"1345" "Fungi" "Nevesia sampaiana" "a Lichen" "-" "-"
"1346" "Fungi" "Gomphillus calycioides" "a Lichen" "-" "-"
"1347" "Fungi" "Allographa ruiziana" "a Lichen" "-" "-"
"1348" "Fungi" "Graphis alboscripta" "a Lichen" "Yes" "-"
"1349" "Fungi" "Gyalecta biformis" "a Lichen" "-" "-"
"1350" "Fungi" "Gyalecta foveolaris" "a Lichen" "-" "-"
"1351" "Fungi" "Gyalecta ulmi" "Elm Gyalecta" "Yes" "Yes"
"1352" "Fungi" "Gyalidea diaphana" "a lichen" "-" "-"
"1353" "Fungi" "Gyalidea fritzei" "a lichen" "-" "-"
"1354" "Fungi" "Gyalidea hyalinescens" "a lichen" "-" "-"
"1355" "Fungi" "Gyalidea lecideopsis" "a lichen" "-" "-"
"1356" "Fungi" "Gyalidea rivularis" "a lichen" "-" "-"
"1357" "Fungi" "Gyalidea roseola" "a Lichen" "Yes" "Yes"
"1358" "Fungi" "Gyalideopsis muscicola" "a lichen" "-" "-"
"1359" "Fungi" "Gyalideopsis scotica" "a lichen" "-" "-"
"1360" "Fungi" "Halecania alpivaga" "a lichen" "Yes" "Yes"
"1361" "Fungi" "Halecania bryophila" "a lichen" "-" "-"
"1362" "Fungi" "Halecania micacea" "a lichen" "-" "-"
"1363" "Fungi" "Halecania rhypodiza" "a lichen" "Yes" "Yes"
"1364" "Fungi" "Halecania spodomela" "a lichen" "-" "-"
"1365" "Fungi" "Hertelidea botryosa" "a Lichen" "-" "-"
"1366" "Fungi" "Hymenelia heteromorpha" "a lichen" "Yes" "Yes"
"1367" "Fungi" "Hymenelia melanocarpa" "a lichen" "Yes" "Yes"
"1368" "Fungi" "Hymenelia rhodopis" "a lichen" "-" "-"
"1369" "Fungi" "Carbonicola anthracophila" "a lichen" "Yes" "Yes"
"1370" "Fungi" "Hypogymnia farinacea" "a lichen" "-" "-"
"1371" "Fungi" "Hypogymnia vittata" "a Lichen" "Yes" "Yes"
"1372" "Fungi" "Hypotrachyna endochlora" "a Lichen" "-" "-"
"1373" "Fungi" "Hypotrachyna sinuosa" "a Lichen" "-" "-"
"1374" "Fungi" "Hypotrachyna taylorensis" "a Lichen" "-" "-"
"1375" "Fungi" "Ionaspis obtecta" "a lichen" "-" "-"
"1376" "Fungi" "Japewia tornoënsis" "a Lichen" "Yes" "Yes"
"1377" "Fungi" "Dendrographa latebrarum" "a Lichen" "-" "-"
"1378" "Fungi" "Inoderma subabietinum" "a Lichen" "-" "-"
"1379" "Fungi" "Vandenboomia chlorotiza" "a Lichen" "-" "-"
"1380" "Fungi" "Lecania cyrtella" "a Lichen" "-" "-"
"1381" "Fungi" "Lecania dubitans" "a Lichen" "-" "-"
"1382" "Fungi" "Lecanographa amylacea" "a Lichen" "-" "-"
"1383" "Fungi" "Lecanographa lyncea" "a Lichen" "-" "-"
"1384" "Fungi" "Protoparmeliopsis achariana" "Tarn Lecanora" "Yes" "Yes"
"1385" "Fungi" "Lecanora albella" "a Lichen" "-" "-"
"1386" "Fungi" "Lecanora atromarginata" "a Lichen" "Yes" "Yes"
"1387" "Fungi" "Lecanora atrosulphurea" "a Lichen" "-" "-"
"1388" "Fungi" "Lecanora chlorophaeodes" "a Lichen" "Yes" "Yes"
"1389" "Fungi" "Lecanora cinereofusca" "a Lichen" "Yes" "Yes"
"1390" "Fungi" "Lecanora epibryon" "a Lichen" "Yes" "Yes"
"1391" "Fungi" "Lecanora formosa" "a Lichen" "-" "-"
"1392" "Fungi" "Lecanora frustulosa" "a Lichen" "Yes" "Yes"
"1393" "Fungi" "Lecanora gisleriana" "a Lichen" "-" "-"
"1394" "Fungi" "Lecanora horiza" "a Lichen" "-" "-"
"1395" "Fungi" "Lecanora hypoptella" "a Lichen" "-" "-"
"1396" "Fungi" "Lecanora marginata" "a Lichen" "-" "-"
"1397" "Fungi" "Lecanora mughicola" "a Lichen" "-" "-"
"1398" "Fungi" "Myriolecis populicola" "a Lichen" "-" "-"
"1399" "Fungi" "Lecanora quercicola" "a Lichen" "-" "-"
"1400" "Fungi" "Polyozosia straminea" "a Lichen" "-" "-"
"1401" "Fungi" "Protomicarea alpestris" "a Lichen" "-" "-"
"1402" "Fungi" "Lecidea antiloga" "a Lichen" "Yes" "Yes"
"1403" "Fungi" "Protomicarea commaculans" "a Lichen" "-" "-"
"1404" "Fungi" "Lecidea erythrophaea" "a Lichen" "Yes" "Yes"
"1405" "Fungi" "Lecidea haerjedalica" "a Lichen" "-" "-"
"1406" "Fungi" "Lecidea leprarioides" "a Lichen" "-" "-"
"1407" "Fungi" "Lecidea mucosa" "a Lichen" "-" "-"
"1408" "Fungi" "Lecidea porphyrospoda" "a Lichen" "-" "-"
"1409" "Fungi" "Lecidella flavosorediata" "a Lichen" "-" "-"
"1410" "Fungi" "Lecidella subviridis" "a Lichen" "-" "-"
"1411" "Fungi" "Lecidella viridans" "a Lichen" "-" "-"
"1412" "Fungi" "Lecidella wulfenii" "a Lichen" "Yes" "Yes"
"1413" "Fungi" "Lemmopsis arnoldiana" "a Lichen" "-" "-"
"1414" "Fungi" "Lempholemma cladodes" "a Lichen" "-" "-"
"1415" "Fungi" "Lempholemma intricatum" "a Lichen" "-" "-"
"1416" "Fungi" "Lempholemma radiatum" "a Lichen" "-" "-"
"1417" "Fungi" "Lepraria nylanderiana" "a Lichen" "-" "-"
"1418" "Fungi" "Scytinium biatorinum" "a Lichen" "-" "-"
"1419" "Fungi" "Leptogium brebissonii" "a Lichen" "-" "-"
"1420" "Fungi" "Leptogium britannicum" "a Lichen" "-" "-"
"1421" "Fungi" "Leptogium burgessii" "a Lichen" "-" "-"
"1422" "Fungi" "Leptogium byssinum" "a Lichen" "-" "-"
"1423" "Fungi" "Leptogium cochleatum" "a Lichen" "-" "-"
"1424" "Fungi" "Leptogium coralloideum" "a Lichen" "-" "-"
"1425" "Fungi" "Leptogium cyanescens" "a Lichen" "-" "-"
"1426" "Fungi" "Leptogium diffractum" "a Lichen" "-" "-"
"1427" "Fungi" "Leptogium hibernicum" "a Lichen" "Yes" "-"
"1428" "Fungi" "Scytinium imbricatum" "a Lichen" "-" "-"
"1429" "Fungi" "Scytinium intermedium" "a Lichen" "-" "-"
"1430" "Fungi" "Leptogium saturninum" "a Lichen" "-" "-"
"1431" "Fungi" "Psoroglaena biatorella" "a Lichen" "-" "-"
"1432" "Fungi" "Lichinodium sirosiphoideum" "a Lichen" "-" "-"
"1433" "Fungi" "Lithothelium phaeosporum" "a Lichen" "-" "-"
"1434" "Fungi" "Ricasolia amplissima" "Parchment lichen" "-" "-"
"1435" "Fungi" "Lobaria pulmonaria" "Lungwort" "-" "-"
"1436" "Fungi" "Lobarina scrobiculata" " 'Lob Scrob'" "-" "-"
"1437" "Fungi" "Ricasolia virens" "Green Satin lichen " "-" "-"
"1438" "Fungi" "Lopadium coralloideum" "a Lichen" "Yes" "Yes"
"1439" "Fungi" "Lopadium pezizoideum" "a Lichen" "-" "-"
"1440" "Fungi" "Megalospora tuberculosa" "a Lichen" "-" "-"
"1441" "Fungi" "Melanelixia subargentifera" "a Lichen" "Yes" "Yes"
"1442" "Fungi" "Melaspilea atroides" "a Lichen" "-" "-"
"1443" "Fungi" "Melaspilea interjecta" "a Lichen" "-" "-"
"1444" "Fungi" "Menegazzia terebrata" "a Lichen" "-" "-"
"1445" "Fungi" "Micarea alabastrites" "a Lichen" "-" "-"
"1446" "Fungi" "Micarea assimilata" "a Lichen" "Yes" "Yes"
"1447" "Fungi" "Micarea contexta" "a Lichen" "-" "-"
"1448" "Fungi" "Helocarpon crassipes" "a Lichen" "Yes" "Yes"
"1449" "Fungi" "Micarea elachista" "a Lichen" "Yes" "Yes"
"1450" "Fungi" "Micarea eximia" "a Lichen" "-" "-"
"1451" "Fungi" "Micarea hedlundii" "a Lichen" "-" "-"
"1452" "Fungi" "Micarea olivacea" "a Lichen" "-" "-"
"1453" "Fungi" "Micarea paratropa" "a Lichen" "-" "-"
"1454" "Fungi" "Micarea pycnidiophora" "a Lichen" "-" "-"
"1455" "Fungi" "Micarea stipitata" "a Lichen" "-" "-"
"1456" "Fungi" "Micarea subconfusa" "a Lichen" "-" "-"
"1457" "Fungi" "Micarea submilliaria" "a Lichen" "-" "-"
"1458" "Fungi" "Micarea synotheoides" "a Lichen" "-" "-"
"1459" "Fungi" "Micarea viridiatra" "a Lichen" "-" "-"
"1460" "Fungi" "Micarea xanthonica" "a Lichen" "-" "-"
"1461" "Fungi" "Miriquidica garovaglii" "a Lichen" "Yes" "Yes"
"1462" "Fungi" "Miriquidica intrudens" "a Lichen" "-" "-"
"1463" "Fungi" "Miriquidica nigroleprosa var. liljenstroemii" "a Lichen" "-" "-"
"1464" "Fungi" "Multiclavula vernalis" "Moss Club" "-" "-"
"1465" "Fungi" "Mycoblastus alpinus" "a Lichen" "-" "-"
"1466" "Fungi" "Nephroma arcticum" "Arctic Kidney-lichen" "Yes" "Yes"
"1467" "Fungi" "Nephroma laevigatum" "a Kidney-lichen" "-" "-"
"1468" "Fungi" "Nephroma tangeriense" "a Kidney-lichen" "-" "-"
"1469" "Fungi" "Ochrolechia arborea" "a Lichen" "-" "-"
"1470" "Fungi" "Ochrolechia szatalaensis" "a Lichen" "-" "-"
"1471" "Fungi" "Opegrapha areniseda" "a Lichen" "-" "-"
"1472" "Fungi" "Opegrapha fumosa" "a Lichen" "-" "-"
"1473" "Fungi" "Alyxoria paraxanthodes" "a Lichen" "-" "-"
"1474" "Fungi" "Gyrographa saxigena" "a Lichen" "-" "-"
"1475" "Fungi" "Pachyphiale fagicola" "a Lichen" "-" "-"
"1476" "Fungi" "Pannaria conoplea" "Mealy Rimmed Shingle lichen" "-" "-"
"1477" "Fungi" "Pannaria rubiginosa" "Red-eyed Shingle lichen" "-" "-"
"1478" "Fungi" "Parmelia submontana" "a Lichen" "-" "-"
"1479" "Fungi" "Parmeliella parvula" "a Lichen" "-" "-"
"1480" "Fungi" "Parmeliella testacea" "a Lichen" "-" "-"
"1481" "Fungi" "Parmeliella triptophylla" "a Lichen" "-" "-"
"1482" "Fungi" "Peltigera britannica" "a Dog-lichen" "-" "-"
"1483" "Fungi" "Peltigera collina" "a Dog-lichen" "-" "-"
"1484" "Fungi" "Peltigera elisabethae" "a Dog-lichen" "-" "-"
"1485" "Fungi" "Peltigera lepidophora" "Ear-lobed Dog-lichen" "Yes" "Yes"
"1486" "Fungi" "Peltigera malacea" "Matt Felt Lichen" "Yes" "Yes"
"1487" "Fungi" "Peltigera ponojensis" "a Dog-lichen" "-" "-"
"1488" "Fungi" "Peltigera scabrosa" "a Dog-lichen" "Yes" "Yes"
"1489" "Fungi" "Peltigera scabrosella" "a Dog-lichen" "-" "-"
"1490" "Fungi" "Peltigera venosa" "Pixie Gowns Lichen" "Yes" "Yes"
"1491" "Fungi" "Pertusaria amarescens" "a Wart lichen" "-" "-"
"1492" "Fungi" "Pertusaria borealis" "a Wart lichen" "-" "-"
"1493" "Fungi" "Pertusaria bryontha" "Alpine Moss Pertusaria" "Yes" "Yes"
"1494" "Fungi" "Pertusaria flavocorallina" "a Wart lichen" "-" "-"
"1495" "Fungi" "Toensbergia geminipara" "a Wart lichen" "-" "-"
"1496" "Fungi" "Pertusaria glomerata" "a Wart lichen" "Yes" "Yes"
"1497" "Fungi" "Lepra melanochlora" "a Wart lichen" "Yes" "Yes"
"1498" "Fungi" "Lepra ophthalmiza" "a Wart lichen" "-" "-"
"1499" "Fungi" "Varicellaria velata" "a Lichen" "Yes" "Yes"
"1500" "Fungi" "Phaeographis dendritica" "a Script lichen" "-" "-"
"1501" "Fungi" "Phaeophyscia endococcina" "a Lichen" "Yes" "Yes"
"1502" "Fungi" "Phylliscum demangeonii" "a Lichen" "-" "-"
"1503" "Fungi" "Phyllopsora rosei" "a Lichen" "-" "-"
"1504" "Fungi" "Physcia clementei" "a Lichen" "-" "-"
"1505" "Fungi" "Placidiopsis pseudocinerea" "a Lichen" "Yes" "Yes"
"1506" "Fungi" "Placynthium asperellum" "a Lichen" "-" "-"
"1507" "Fungi" "Placynthium lismorense" "a Lichen" "-" "-"
"1508" "Fungi" "Placynthium pluriseptatum" "a Lichen" "-" "-"
"1509" "Fungi" "Platismatia norvegica" "Old Growth Rag lichen" "-" "-"
"1510" "Fungi" "Pleopsidium chlorophanum" "a Lichen" "-" "-"
"1511" "Fungi" "Poeltinula cerebrina" "a Lichen" "Yes" "Yes"
"1512" "Fungi" "Polyblastia agraria" "a Lichen" "-" "-"
"1513" "Fungi" "Polyblastia efflorescens" "a Lichen" "-" "-"
"1514" "Fungi" "Polyblastia gothica" "a Lichen" "-" "-"
"1515" "Fungi" "Polyblastia helvetica" "a Lichen" "-" "-"
"1516" "Fungi" "Polyblastia quartzina" "a Lichen" "-" "-"
"1517" "Fungi" "Polyblastia sendtneri" "a Lichen" "Yes" "Yes"
"1518" "Fungi" "Sporodictyon terrestre" "a Lichen" "-" "-"
"1519" "Fungi" "Polyblastia verrucosa" "a Lichen" "-" "-"
"1520" "Fungi" "Leptogidium dendriscum" "a Lichen" "Yes" "Yes"
"1521" "Fungi" "Acarospora ferruginea" "a Lichen" "-" "-"
"1522" "Fungi" "Segestria byssophila" "a Lichen" "-" "-"
"1523" "Fungi" "Porina coralloidea" "a Lichen" "-" "-"
"1524" "Fungi" "Pseudosagedia grandis" "a Lichen" "-" "-"
"1525" "Fungi" "Porina hibernica" "a Lichen" "Yes" "-"
"1526" "Fungi" "Porina mammillosa" "a Lichen" "-" "-"
"1527" "Fungi" "Porina sudetica" "a Lichen" "Yes" "Yes"
"1528" "Fungi" "Porocyphus kenmorensis" "a Lichen" "-" "-"
"1529" "Fungi" "Porocyphus leptogiella" "a Lichen" "-" "-"
"1530" "Fungi" "Porpidia nadvornikiana" "a Lichen" "-" "-"
"1531" "Fungi" "Protoblastenia cyclospora" "a Lichen" "-" "-"
"1532" "Fungi" "Miriquidica atriseda" "a Lichen" "Yes" "Yes"
"1533" "Fungi" "Protoparmelia memnonia" "a Lichen" "-" "-"
"1534" "Fungi" "Miriquidica nephaea" "a Lichen" "-" "-"
"1535" "Fungi" "Pseudocyphellaria crocata" "Yellow Specklebelly" "-" "-"
"1536" "Fungi" "Pseudocyphellaria intricata" "a Lichen" "-" "-"
"1537" "Fungi" "Pseudocyphellaria lacerata" "Ragged Pseudocyphellaria" "Yes" "Yes"
"1538" "Fungi" "Pseudocyphellaria norvegica" "a Lichen" "-" "-"
"1539" "Fungi" "Psora globifera" "a Lichen" "Yes" "Yes"
"1540" "Fungi" "Psora rubiformis" "Rusty Alpine Psora" "Yes" "Yes"
"1541" "Fungi" "Pterygiopsis lacustris" "a Lichen" "-" "-"
"1542" "Fungi" "Ptychographa xylographoides" "a Lichen" "-" "-"
"1543" "Fungi" "Punctelia borreri" "a Lichen" "-" "-"
"1544" "Fungi" "Toensbergia leucococca" "a lichen" "-" "-"
"1545" "Fungi" "Pycnora xanthococca" "a Lichen" "Yes" "Yes"
"1546" "Fungi" "Collemopsidium caesium" "a Lichen" "-" "-"
"1547" "Fungi" "Pyrenopsis furfurea" "a Lichen" "-" "-"
"1548" "Fungi" "Pyrenopsis grumulifera" "a Lichen" "-" "-"
"1549" "Fungi" "Pyrenopsis impolita" "a Lichen" "-" "-"
"1550" "Fungi" "Pyrenula coryli" "a Lichen" "Yes" "Yes"
"1551" "Fungi" "Pyrenula dermatodes" "a Lichen" "Yes" "Yes"
"1552" "Fungi" "Pyrenula hibernica" "Oil-Stain Parmentaria" "Yes" "Yes"
"1553" "Fungi" "Pyrenula laevigata" "a Lichen" "-" "-"
"1554" "Fungi" "Pyrenula microtheca" "a Lichen" "-" "-"
"1555" "Fungi" "Pyrenula occidentalis" "a Lichen" "-" "-"
"1556" "Fungi" "Pyrrhospora rubiginans" "a Lichen" "-" "-"
"1557" "Fungi" "Ramalina capitata" "a Lichen" "-" "-"
"1558" "Fungi" "Ramalina fraxinea" "a Lichen" "-" "-"
"1559" "Fungi" "Ramalina portuensis" "a Lichen" "-" "-"
"1560" "Fungi" "Ramboldia insidiosa" "a Lichen" "-" "-"
"1561" "Fungi" "Topeliopsis azorica" "a Lichen" "-" "-"
"1562" "Fungi" "Ramonia chrysophaea" "a Lichen" "-" "-"
"1563" "Fungi" "Ramonia dictyospora" "a Lichen" "Yes" "-"
"1564" "Fungi" "Reichlingia leopoldii" "a Lichen" "-" "-"
"1565" "Fungi" "Rhexophiale rhexoblephara" "a Lichen" "-" "-"
"1566" "Fungi" "Rhizocarpon amphibium" "a Lichen" "-" "-"
"1567" "Fungi" "Rhizocarpon anaperum" "a Lichen" "-" "-"
"1568" "Fungi" "Rhizocarpon caeruleoalbum" "a Lichen" "-" "-"
"1569" "Fungi" "Rhizocarpon caesium" "a Lichen" "-" "-"
"1570" "Fungi" "Rhizocarpon chioneum" "a Lichen" "-" "-"
"1571" "Fungi" "Rhizocarpon cinereonigrum" "a Lichen" "-" "-"
"1572" "Fungi" "Rhizocarpon cinereovirens" "a Lichen" "-" "-"
"1573" "Fungi" "Rhizocarpon copelandii" "a Lichen" "-" "-"
"1574" "Fungi" "Rhizocarpon eupetraeoides" "a Lichen" "-" "-"
"1575" "Fungi" "Rhizocarpon inarense" "a Lichen" "-" "-"
"1576" "Fungi" "Rhizocarpon intermediellum" "a Lichen" "-" "-"
"1577" "Fungi" "Rhizocarpon jemtlandicum" "a Lichen" "-" "-"
"1578" "Fungi" "Rhizocarpon ridescens" "a Lichen" "-" "-"
"1579" "Fungi" "Rhizocarpon simillimum" "a Lichen" "-" "-"
"1580" "Fungi" "Rhizocarpon sublavatum" "a Lichen" "-" "-"
"1581" "Fungi" "Rhizocarpon submodestum" "a Lichen" "-" "-"
"1582" "Fungi" "Rhizocarpon subpostumum" "a Lichen" "-" "-"
"1583" "Fungi" "Rhizocarpon superficiale" "a Lichen" "-" "-"
"1584" "Fungi" "Lambiella fuscosora" "a Lichen" "-" "-"
"1585" "Fungi" "Brianiopsis globulosa" "a Lichen" "-" "-"
"1586" "Fungi" "Lambiella sphacelata" "a Lichen" "Yes" "Yes"
"1587" "Fungi" "Helmutiopsis aspersa" "a Lichen" "-" "-"
"1588" "Fungi" "Rinodina degeliana" "a Lichen" "Yes" "Yes"
"1589" "Fungi" "Rinodina flavosoralifera" "a Lichen" "-" "-"
"1590" "Fungi" "Rinodina interpolata" "a Lichen" "-" "-"
"1591" "Fungi" "Rinodina isidioides" "a Lichen" "-" "-"
"1592" "Fungi" "Rinodina laevigata" "a Lichen" "-" "-"
"1593" "Fungi" "Rinodina milvina" "a Lichen" "-" "-"
"1594" "Fungi" "Rinodina mniaraea var. cinnamomea" "a Lichen" "Yes" "Yes"
"1595" "Fungi" "Rinodina mniaraea var. mniaraeiza" "a Lichen" "-" "-"
"1596" "Fungi" "Rinodina occulta" "a Lichen" "-" "-"
"1597" "Fungi" "Rinodina parasitica" "a Lichen" "-" "-"
"1598" "Fungi" "Rinodina roboris var. roboris" "a Lichen" "-" "-"
"1599" "Fungi" "Ropalospora hibernica" "a Lichen" "-" "-"
"1600" "Fungi" "Sagiolechia protuberans" "a Lichen" "-" "-"
"1601" "Fungi" "Schadonia fecunda" "a Lichen" "Yes" "Yes"
"1602" "Fungi" "Schaereria corticola" "a Lichen" "-" "-"
"1603" "Fungi" "Schaereria fuscocinerea var. sorediata" "a Lichen" "-" "-"
"1604" "Fungi" "Sporodophoron cretaceum" "a Lichen" "-" "-"
"1605" "Fungi" "Schismatomma graphidioides" "a Lichen" "Yes" "Yes"
"1606" "Fungi" "Snippocia nivea" "a Lichen" "-" "-"
"1607" "Fungi" "Schizotrema quercicola" "a Lichen" "-" "-"
"1608" "Fungi" "Schismatomma umbrinum" "a Lichen" "-" "-"
"1609" "Fungi" "Sclerophora pallida" "a Lichen" "-" "-"
"1610" "Fungi" "Siphula ceratites" "a Lichen" "-" "-"
"1611" "Fungi" "Solorina bispora" "a Lichen" "-" "-"
"1612" "Fungi" "Spilonema paradoxum" "a Lichen" "-" "-"
"1613" "Fungi" "Sporastatia polyspora" "a Lichen" "-" "-"
"1614" "Fungi" "Sporastatia testudinea" "a Lichen" "-" "-"
"1615" "Fungi" "Staurothele arctica" "a Lichen" "-" "-"
"1616" "Fungi" "Staurothele areolata" "a Lichen" "Yes" "Yes"
"1617" "Fungi" "Staurothele bacilligera" "a Lichen" "-" "-"
"1618" "Fungi" "Staurothele geoica" "a Lichen" "-" "-"
"1619" "Fungi" "Nesothele rugulosa" "a Lichen" "-" "-"
"1620" "Fungi" "Stereocaulon alpinum" "a Lichen" "-" "-"
"1621" "Fungi" "Stereocaulon delisei" "a Lichen" "-" "-"
"1622" "Fungi" "Stereocaulon glareosum" "a Lichen" "-" "-"
"1623" "Fungi" "Stereocaulon plicatile" "a Lichen" "-" "-"
"1624" "Fungi" "Stereocaulon spathuliferum" "a Lichen" "-" "-"
"1625" "Fungi" "Stereocaulon symphycheilum" "a Lichen" "Yes" "Yes"
"1626" "Fungi" "Stereocaulon tornense" "a Lichen" "-" "-"
"1627" "Fungi" "Sticta canariensis sensu stricto " "a Lichen" "Yes" "-"
"1628" "Fungi" "Sticta fuliginosa" "a 'stinky' Sticta" "-" "-"
"1629" "Fungi" "Sticta limbata" "Floury Sticta" "-" "-"
"1630" "Fungi" "Sticta sylvatica" "a 'stinky' Sticta" "-" "-"
"1631" "Fungi" "Strangospora deplanata" "a lichen" "-" "-"
"1632" "Fungi" "Strangospora microhaema" "a lichen" "-" "-"
"1633" "Fungi" "Swinscowia confusa" "a lichen" "-" "-"
"1634" "Fungi" "Swinscowia muscicola" "a lichen" "-" "-"
"1635" "Fungi" "Dichoporis taylorii" "a lichen" "-" "-"
"1636" "Fungi" "Swinscowia thelopsidoides" "a lichen" "-" "-"
"1637" "Fungi" "Synalissa symphorea" "a Lichen" "Yes" "Yes"
"1638" "Fungi" "Thelenella larbalestieri" "a Lichen" "Yes" "Yes"
"1639" "Fungi" "Thelenella modesta" "Warty Wax-lichen" "Yes" "Yes"
"1640" "Fungi" "Thelenella muscorum var. octospora" "a Lichen" "-" "-"
"1641" "Fungi" "Thelidium fontigenum" "a lichen" "-" "-"
"1642" "Fungi" "Thelidium papulare forma sorediatum" "a lichen" "-" "-"
"1643" "Fungi" "Thelocarpon magnussonii" "a lichen" "-" "-"
"1644" "Fungi" "Thelocarpon opertum" "a lichen" "-" "-"
"1645" "Fungi" "Ramonia melathelia" "a lichen" "-" "-"
"1646" "Fungi" "Thelotrema macrosporum" "a Barnacle lichen" "-" "-"
"1647" "Fungi" "Crutarndina petractoides" "a Barnacle lichen" "-" "-"
"1648" "Fungi" "Thermutis velutina" "a lichen" "-" "-"
"1649" "Fungi" "Toniniopsis coelestina" "a lichen" "Yes" "Yes"
"1650" "Fungi" "Toninia diffracta" "a lichen" "-" "-"
"1651" "Fungi" "Toniniopsis fusispora" "a lichen" "-" "-"
"1652" "Fungi" "Thalloidima rosulatum" "a lichen" "Yes" "Yes"
"1653" "Fungi" "Thalloidima sedifolium" "a Lichen" "-" "-"
"1654" "Fungi" "Gilbertaria squalescens" "a Lichen" "-" "-"
"1655" "Fungi" "Toninia squalida" "a Lichen" "-" "-"
"1656" "Fungi" "Trapeliopsis viridescens" "a lichen" "-" "-"
"1657" "Fungi" "Trimmatothele perquisita" "a lichen" "-" "-"
"1658" "Fungi" "Umbilicaria hirsuta" "a lichen" "-" "-"
"1659" "Fungi" "Umbilicaria nylanderiana" "a lichen" "-" "-"
"1660" "Fungi" "Umbilicaria spodochroa" "a Lichen" "Yes" "Yes"
"1661" "Fungi" "Usnea ceratina" "a Beard-lichen" "-" "-"
"1662" "Fungi" "Usnea esperantiana" "a Beard-lichen" "-" "-"
"1663" "Fungi" "Usnea flavocardia" "a Beard-lichen" "-" "-"
"1664" "Fungi" "Usnea florida" "Witches' Whiskers Lichen" "-" "-"
"1665" "Fungi" "Usnea glabrata" "a Beard-lichen" "-" "-"
"1666" "Fungi" "Usnea silesiaca" "a Beard-lichen" "Yes" "Yes"
"1667" "Fungi" "Verrucaria degelii" "a lichen" "-" "-"
"1668" "Fungi" "Tingiopsidium elaeinum" "a lichen" "Yes" "Yes"
"1669" "Fungi" "Vezdaea stipitata" "a lichen" "-" "-"
"1670" "Fungi" "Vulpicida pinastri" "a Lichen" "Yes" "-"
"1671" "Fungi" "Wadeana dendrographa" "a Lichen" "-" "-"
"1672" "Fungi" "Wadeana minuta" "a Lichen" "-" "-"
"1673" "Fungi" "Arthonia almquistii" "a fungus" "-" "-"
"1674" "Fungi" "Arthonia amylospora" "a fungus" "-" "-"
"1675" "Fungi" "Arthonia cohabitans" "a fungus" "Yes" "Yes"
"1676" "Fungi" "Arthonia graphidicola" "a fungus" "-" "-"
"1677" "Fungi" "Arthonia invadens" "a fungus" "-" "-"
"1678" "Fungi" "Arthonia subfuscicola" "a fungus" "-" "-"
"1679" "Fungi" "Arthonia thelotrematis" "a fungus" "-" "-"
"1680" "Fungi" "Cercidospora decolorella" "a fungus" "-" "-"
"1681" "Fungi" "Chaenothecopsis epithallina" "a fungus" "-" "-"
"1682" "Fungi" "Chaenothecopsis pusiola" "a fungus" "-" "-"
"1683" "Fungi" "Chaenothecopsis vainioana" "a fungus" "-" "-"
"1684" "Fungi" "Chaenothecopsis viridireagens" "a fungus" "-" "-"
"1685" "Fungi" "Acolium marcianum" "a fungus" "-" "-"
"1686" "Fungi" "Dacampia hookeri" "a fungus" "-" "-"
"1687" "Fungi" "Dacampia rufescentis" "a fungus" "-" "-"
"1688" "Fungi" "Micarea inquinans" "a fungus" "-" "-"
"1689" "Fungi" "Opegrapha brevis" "a fungus" "-" "-"
"1690" "Fungi" "Phacographa glaucomaria" "a fungus" "-" "-"
